Step	Loss	GPU Memory (MB)	CPU Usage (%)	Step Time (s)
Total Training Samples: 6961
Unique Samples: 6769
0	7.1807	9870.30	6.40	11.0033
0	8.0699	9870.30	9.40	0.3084
0	6.1536	9870.30	6.40	0.3093
0	7.6761	9870.30	10.60	0.3091
0	7.3741	9870.30	7.30	0.3126
0	7.2918	9870.30	5.60	0.3066
0	6.7430	9870.30	7.20	0.3087
0	7.4989	9870.30	7.30	0.3073
0	6.5383	9870.30	8.60	0.3095
0	7.7430	9870.30	9.30	0.3080
0	7.0327	9870.30	6.40	0.3063
0	7.7217	9870.30	7.40	0.3107
0	7.6508	9870.30	8.10	0.3081
0	7.2447	9870.30	8.30	0.3076
0	7.3329	9870.30	5.10	0.3076
0	7.1797	9870.30	9.50	0.3065
0	7.1658	9870.30	7.50	0.3078
0	6.7459	9870.30	7.90	0.3115
0	7.6680	9870.30	6.60	0.3066
0	6.9283	9870.30	6.10	0.3082
0	7.2496	9870.30	8.30	0.3078
0	7.5620	9870.30	10.50	0.3085
0	7.2773	9870.30	5.40	0.3061
0	6.9133	9870.30	5.60	0.3064
0	7.8006	9870.30	9.60	0.3092
0	7.8849	9870.30	7.30	0.3107
0	7.6180	9870.30	8.70	0.3094
0	8.2347	9870.30	8.70	0.3061
0	7.7229	9870.30	6.40	0.3076
0	8.0175	9870.30	8.90	0.3107
0	7.5679	9870.30	7.70	0.3090
0	7.2070	9870.30	5.40	0.3069
1	7.0189	9900.30	7.00	0.3097
1	7.4055	9900.30	9.70	0.3074
1	7.7726	9900.30	5.50	0.3074
1	7.1988	9900.30	10.20	0.3123
1	6.9097	9900.30	6.60	0.3096
1	7.4800	9900.30	8.20	0.3188
1	7.1629	9900.30	8.20	0.3076
1	7.7513	9900.30	7.80	0.3087
1	7.3429	9900.30	8.40	0.3086
1	6.7727	9900.30	7.40	0.3101
1	7.3874	9900.30	5.40	0.3073
1	7.3352	9900.30	7.40	0.3081
1	7.0454	9900.30	11.70	0.3113
1	7.3710	9900.30	6.90	0.3088
1	6.8537	9900.30	5.30	0.3070
1	6.4951	9900.30	8.60	0.3128
1	6.9441	9900.30	7.20	0.3089
1	6.7754	9900.30	11.70	0.3127
1	7.3640	9900.30	5.70	0.3069
1	7.1448	9900.30	6.20	0.3076
1	7.4208	9900.30	9.40	0.3115
1	6.8214	9900.30	7.30	0.3099
1	6.9693	9900.30	5.10	0.3065
1	7.0991	9900.30	9.70	0.3066
1	7.1888	9900.30	9.00	0.3122
1	7.1726	9900.30	7.10	0.3091
1	7.2251	9900.30	8.80	0.3138
1	7.2607	9900.30	5.20	0.3067
1	6.9610	9900.30	9.50	0.3082
1	7.4376	9900.30	8.50	0.3091
1	6.5763	9900.30	8.30	0.3102
1	7.6932	9900.30	6.40	0.3075
2	7.4874	9900.30	4.80	0.3057
2	6.8298	9900.30	8.40	0.3090
2	7.4257	9900.30	9.60	0.3098
2	7.3736	9900.30	8.80	0.3115
2	7.0498	9900.30	7.80	0.3102
2	7.6760	9900.30	6.10	0.3066
2	7.2936	9900.30	7.10	0.3085
2	7.3154	9900.30	8.40	0.3089
2	7.4736	9900.30	10.20	0.3101
2	8.3896	9900.30	6.20	0.3074
2	7.5710	9900.30	8.50	0.3083
2	7.8856	9900.30	7.40	0.3095
2	10.3581	9900.30	8.80	0.3095
2	6.5965	9900.30	5.10	0.3090
2	7.1335	9900.30	10.60	0.3073
2	7.2412	9900.30	7.10	0.3084
2	7.0003	9900.30	8.50	0.3122
2	7.1723	9900.30	6.30	0.3069
2	7.8788	9900.30	5.30	0.3070
2	8.4673	9900.30	11.30	0.3085
2	7.1639	9900.30	7.60	0.3109
2	7.9002	9900.30	5.90	0.3055
2	6.9209	9900.30	6.30	0.3070
2	7.5376	9900.30	8.80	0.3103
2	7.1367	9900.30	5.90	0.3087
2	7.0745	9900.30	11.90	0.3157
2	7.4719	9900.30	5.60	0.3067
2	7.1107	9900.30	7.30	0.3078
2	7.1176	9900.30	8.90	0.3114
2	7.4446	9900.30	7.00	0.3088
2	7.4305	9900.30	9.00	0.3072
2	7.6550	9900.30	9.70	0.3091
3	7.4906	9900.30	7.40	0.3090
3	7.6511	9900.30	8.90	0.3081
3	7.7941	9900.30	5.90	0.3074
3	7.3764	9900.30	6.40	0.3067
3	7.2003	9900.30	10.70	0.3095
3	7.6234	9900.30	9.40	0.3121
3	6.8406	9900.30	5.50	0.3099
3	7.1354	9900.30	7.30	0.3059
3	7.3207	9900.30	8.70	0.3117
3	7.1374	9900.30	10.90	0.3082
3	8.4255	9900.30	8.70	0.3133
3	7.1682	9900.30	4.90	0.3065
3	6.9651	9900.30	8.00	0.3076
3	7.0981	9900.30	8.80	0.3111
3	7.1974	9900.30	6.80	0.3114
3	6.8371	9900.30	8.50	0.3066
3	6.9582	9900.30	7.20	0.3074
3	7.5188	9900.30	9.00	0.3127
3	7.3586	9900.30	7.00	0.3095
3	6.8899	9900.30	5.40	0.3067
3	7.6086	9900.30	7.50	0.3121
3	7.3595	9900.30	7.60	0.3094
3	7.2699	9900.30	11.70	0.3123
3	7.5909	9900.30	5.70	0.3057
3	7.5383	9900.30	6.60	0.3062
3	7.1138	9900.30	6.60	0.3078
3	7.7326	9900.30	8.90	0.3079
3	7.6676	9900.30	10.10	0.3090
3	7.5596	9900.30	6.40	0.3060
3	7.1869	9900.30	6.20	0.3060
3	6.9271	9900.30	10.10	0.3129
3	7.5935	9900.30	6.10	0.3101
4	7.7508	9900.30	8.20	0.3104
4	7.8198	9900.30	8.90	0.3065
4	7.7288	9900.30	7.20	0.3089
4	7.6340	9900.30	8.90	0.3132
4	7.6859	9900.30	7.60	0.3092
4	6.6757	9900.30	5.20	0.3061
4	7.2396	9900.30	12.10	0.3081
4	7.0345	9900.30	7.60	0.3097
4	7.0603	9900.30	9.10	0.3092
4	7.3875	9900.30	6.50	0.3082
4	7.2111	9900.30	7.00	0.3064
4	7.2512	9900.30	6.10	0.3082
4	8.0266	9900.30	13.20	0.3131
4	7.4651	9900.30	5.70	0.3084
4	6.7448	9900.30	6.60	0.3070
4	7.4322	9900.30	8.50	0.3112
4	7.3870	9900.30	7.10	0.3094
4	7.0793	9900.30	11.50	0.3086
4	7.1599	9900.30	5.80	0.3077
4	7.0226	9900.30	6.90	0.3066
4	7.6862	9900.30	7.10	0.3096
4	7.3772	9900.30	9.20	0.3198
4	7.2497	9900.30	8.40	0.3065
4	6.9746	9900.30	7.10	0.3084
4	6.8389	9900.30	8.00	0.3124
4	7.3611	9900.30	8.40	0.3077
4	7.8524	9900.30	5.40	0.3071
4	7.5087	9900.30	7.70	0.3082
4	7.1657	9900.30	10.60	0.3097
4	7.5196	9900.30	9.40	0.3085
4	6.9522	9900.30	5.90	0.3096
4	7.2600	9900.30	7.00	0.3072
5	7.2197	9900.30	7.10	0.3079
5	7.3042	9900.30	9.30	0.3062
5	7.2097	9900.30	8.30	0.3086
5	7.7986	9900.30	6.70	0.3103
5	7.1645	9900.30	9.80	0.3084
5	7.1759	9900.30	5.90	0.3086
5	7.0242	9900.30	9.10	0.3074
5	7.1108	9900.30	7.40	0.3077
5	7.7320	9900.30	8.50	0.3126
5	7.5999	9900.30	7.20	0.3076
5	8.2721	9900.30	5.40	0.3068
5	8.3563	9900.30	8.30	0.3088
5	6.6985	9900.30	10.70	0.3103
5	7.8303	9900.30	9.20	0.3092
5	7.8996	9900.30	5.40	0.3078
5	6.9273	9900.30	5.60	0.3060
5	7.4406	9900.30	6.50	0.3076
5	7.1847	9900.30	9.80	0.3084
5	8.1107	9900.30	10.40	0.3149
5	7.9203	9900.30	5.20	0.3078
5	6.8750	9900.30	8.00	0.3061
5	6.7173	9900.30	7.60	0.3127
5	6.8206	9900.30	7.00	0.3092
5	7.6888	9900.30	8.40	0.3059
5	7.0454	9900.30	8.70	0.3078
5	7.2068	9900.30	7.50	0.3098
5	6.8800	9900.30	10.10	0.3082
5	8.0003	9900.30	6.20	0.3087
5	7.2960	9900.30	4.90	0.3076
5	7.3028	9900.30	10.70	0.3089
5	7.2084	9900.30	9.10	0.3094
5	7.0111	9900.30	6.00	0.3095
6	7.7245	9900.30	6.60	0.3057
6	7.0933	9900.30	8.40	0.3124
6	6.7804	9900.30	10.20	0.3082
6	6.7026	9900.30	9.30	0.3132
6	7.7934	9900.30	4.70	0.3067
6	8.1935	9900.30	6.60	0.3076
6	6.9574	9900.30	9.30	0.3089
6	7.3199	9900.30	6.80	0.3095
6	7.0416	9900.30	8.70	0.3072
6	8.1028	9900.30	6.90	0.3075
6	7.3753	9900.30	9.00	0.3135
6	7.6000	9900.30	7.40	0.3095
6	8.1798	9900.30	8.00	0.3126
6	7.0514	9900.30	4.70	0.3060
6	7.0550	9900.30	10.30	0.3077
6	6.8809	9900.30	9.30	0.3085
6	7.1583	9900.30	7.10	0.3091
6	7.0363	9900.30	6.30	0.3070
6	6.9323	9900.30	6.10	0.3104
6	7.5296	9900.30	8.60	0.3127
6	7.4955	9900.30	10.20	0.3080
6	7.6114	9900.30	8.20	0.3137
6	7.2510	9900.30	5.20	0.3068
6	8.0777	9900.30	8.50	0.3083
6	6.5544	9900.30	8.30	0.3079
6	7.1981	9900.30	6.70	0.3093
6	7.3825	9900.30	8.40	0.3070
6	7.3372	9900.30	9.40	0.3093
6	7.0839	9900.30	6.90	0.3091
6	7.3947	9900.30	6.60	0.3080
6	7.3907	9900.30	5.30	0.3064
6	7.7788	9900.30	8.30	0.3120
7	9.3803	9900.30	9.30	0.3065
7	8.3457	9900.30	9.00	0.3112
7	7.0798	9900.30	5.40	0.3069
7	7.5136	9900.30	6.80	0.3064
7	6.9405	9900.30	6.20	0.3094
7	7.1680	9900.30	8.90	0.3096
7	6.9315	9900.30	9.00	0.3095
7	8.1692	9900.30	6.40	0.3067
7	7.1310	9900.30	7.50	0.3106
7	6.9559	9900.30	7.80	0.3098
7	6.8290	9900.30	9.00	0.3082
7	8.4049	9900.30	5.40	0.3075
7	6.9827	9900.30	9.50	0.3072
7	7.3358	9900.30	7.80	0.3095
7	7.3270	9900.30	8.50	0.3128
7	7.7004	9900.30	6.70	0.3080
7	7.6580	9900.30	5.40	0.3066
7	7.7416	9900.30	8.40	0.3078
7	7.4488	9900.30	10.30	0.3105
7	7.0967	9900.30	11.00	0.3117
7	6.9095	9900.30	5.10	0.3085
7	7.0364	9900.30	6.40	0.3069
7	7.9400	9900.30	7.50	0.3117
7	7.1115	9900.30	11.00	0.3120
7	7.1922	9900.30	7.40	0.3086
7	8.0865	9900.30	4.80	0.3068
7	8.1008	9900.30	10.20	0.3084
7	7.2375	9900.30	6.40	0.3105
7	7.1925	9900.30	6.50	0.3086
7	7.3525	9900.30	8.70	0.3064
7	7.0941	9900.30	9.40	0.3126
7	7.7528	9900.30	7.20	0.3089
8	7.5837	9900.30	9.10	0.3121
8	6.9959	9900.30	4.70	0.3059
8	7.5007	9900.30	6.00	0.3082
8	7.1700	9900.30	11.80	0.3098
8	7.4806	9900.30	8.00	0.3090
8	7.6782	9900.30	4.90	0.3060
8	7.0974	9900.30	8.60	0.3079
8	7.5225	9900.30	6.80	0.3091
8	7.2519	9900.30	5.50	0.3087
8	7.8710	9900.30	12.00	0.3094
8	7.1971	9900.30	6.30	0.3063
8	6.5781	9900.30	6.20	0.3072
8	7.2420	9900.30	9.20	0.3135
8	7.2665	9900.30	6.40	0.3084
8	7.4124	9900.30	5.70	0.3077
8	7.0187	9900.30	9.30	0.3066
8	6.7278	9900.30	8.70	0.3116
8	7.2212	9900.30	4.70	0.3060
8	7.2341	9900.30	5.80	0.3056
8	7.0579	9900.30	5.80	0.3044
8	7.0677	9900.30	4.90	0.3038
8	7.7668	9900.30	8.30	0.3043
8	7.2533	9900.30	6.10	0.3075
8	7.1096	9900.30	5.40	0.3041
8	7.4175	9900.30	6.60	0.3124
8	7.2952	9900.30	4.90	0.3044
8	6.9071	9900.30	4.90	0.3041
8	7.4653	9900.30	8.30	0.3043
8	7.7641	9900.30	6.30	0.3045
8	7.5165	9900.30	4.70	0.3045
8	7.5437	9900.30	6.30	0.3045
8	7.2103	9900.30	5.40	0.3044
9	6.8071	9900.30	4.90	0.3035
9	6.5037	9900.30	8.40	0.3046
9	7.5671	9900.30	5.70	0.3046
9	7.7559	9900.30	4.70	0.3047
9	7.1595	9900.30	6.10	0.3044
9	6.9861	9900.30	5.60	0.3038
9	7.4601	9900.30	5.00	0.3050
9	7.8002	9900.30	4.70	0.3041
9	7.3851	9900.30	9.60	0.3052
9	6.7470	9900.30	4.80	0.3099
9	7.4087	9900.30	5.00	0.3045
9	7.7101	9900.30	6.10	0.3045
9	7.5942	9900.30	5.30	0.3046
9	7.6169	9900.30	4.70	0.3044
9	6.9769	9900.30	9.90	0.3048
9	7.2502	9900.30	5.00	0.3051
9	7.5316	9900.30	5.00	0.3049
9	6.8996	9900.30	6.70	0.3048
9	7.3836	9900.30	5.60	0.3050
9	7.6596	9900.30	8.10	0.3062
9	7.7865	9900.30	6.10	0.3062
9	7.1305	9900.30	5.00	0.3064
9	7.7667	9900.30	6.10	0.3071
9	7.3949	9900.30	5.30	0.3069
9	8.2396	9900.30	4.60	0.3059
9	7.6872	9900.30	9.20	0.3064
9	7.9656	9900.30	5.10	0.3061
9	7.7834	9900.30	5.20	0.3055
9	7.1579	9900.30	6.20	0.3057
9	7.0285	9900.30	5.10	0.3059
9	7.4643	9900.30	8.40	0.3060
9	7.2489	9900.30	6.80	0.3060
10	7.0349	9900.30	5.20	0.3044
10	7.0861	9900.30	5.90	0.3053
10	7.0818	9900.30	5.30	0.3069
10	7.3152	9900.30	5.00	0.3067
10	6.6133	9900.30	8.60	0.3060
10	7.6125	9900.30	5.70	0.3060
10	6.9624	9900.30	4.80	0.3058
10	6.9599	9900.30	6.00	0.3057
10	6.7209	9900.30	5.20	0.3055
10	7.8634	9900.30	5.00	0.3055
10	7.4035	9900.30	8.30	0.3062
10	7.3364	9900.30	6.00	0.3059
10	7.4717	9900.30	4.70	0.3062
10	6.8365	9900.30	5.30	0.3063
10	7.2260	9900.30	6.40	0.3062
10	7.2656	9900.30	4.90	0.3062
10	7.8036	9900.30	4.70	0.3064
10	7.7529	9900.30	9.70	0.3057
10	7.5271	9900.30	4.60	0.3048
10	7.0640	9900.30	5.30	0.3175
10	7.2216	9900.30	5.60	0.3055
10	7.2005	9900.30	5.40	0.3046
10	7.1815	9900.30	8.30	0.3050
10	7.2771	9900.30	5.90	0.3045
10	7.3855	9900.30	4.70	0.3056
10	7.2054	9900.30	6.30	0.3045
10	7.1480	9900.30	5.20	0.3043
10	7.7691	9900.30	5.00	0.3045
10	7.6598	9900.30	8.40	0.3052
10	7.1853	9900.30	5.70	0.3045
10	7.8969	9900.30	5.10	0.3046
10	7.3816	9900.30	6.50	0.3048
11	7.3774	9900.30	5.10	0.3051
11	6.5150	9900.30	8.30	0.3078
11	7.1775	9900.30	6.10	0.3090
11	7.6965	9900.30	4.90	0.3113
11	7.4813	9900.30	6.00	0.3083
11	7.4694	9900.30	8.70	0.3064
11	7.5594	9900.30	5.20	0.3082
11	7.3893	9900.30	8.90	0.3057
11	6.5583	9900.30	6.00	0.3062
11	7.3721	9900.30	5.20	0.3052
11	7.8680	9900.30	6.00	0.3057
11	7.1823	9900.30	4.80	0.3059
11	7.8592	9900.30	4.80	0.3063
11	7.5280	9900.30	9.40	0.3063
11	6.9511	9900.30	4.90	0.3060
11	6.6577	9900.30	5.00	0.3065
11	7.2920	9900.30	6.30	0.3063
11	7.5567	9900.30	5.10	0.3061
11	7.6001	9900.30	4.60	0.3065
11	6.7629	9900.30	9.50	0.3065
11	7.3604	9900.30	4.80	0.3060
11	7.2103	9900.30	4.70	0.3059
11	7.3532	9900.30	6.00	0.3059
11	6.9784	9900.30	5.60	0.3055
11	7.7826	9900.30	5.10	0.3059
11	7.3182	9900.30	7.60	0.3064
11	7.3086	9900.30	6.80	0.3067
11	7.1837	9900.30	4.70	0.3064
11	7.1508	9900.30	5.30	0.3067
11	7.2251	9900.30	5.70	0.3063
11	7.7144	9900.30	5.10	0.3056
11	7.3930	9900.30	8.10	0.3049
12	8.1995	9900.30	5.90	0.3050
12	6.9558	9900.30	5.20	0.3058
12	7.4056	9900.30	5.90	0.3054
12	6.6984	9900.30	6.80	0.3089
12	7.6426	9900.30	11.00	0.3118
12	7.2107	9900.30	8.00	0.3079
12	7.4139	9900.30	5.30	0.3065
12	6.9904	9900.30	8.90	0.3119
12	6.8407	9900.30	7.70	0.3094
12	6.4994	9900.30	9.00	0.3065
12	7.2617	9900.30	9.80	0.3078
12	7.4755	9900.30	5.50	0.3067
12	7.2167	9900.30	7.70	0.3079
12	6.6145	9900.30	9.20	0.3115
12	7.1911	9900.30	7.00	0.3090
12	7.0354	9900.30	8.20	0.3065
12	6.8940	9900.30	9.30	0.3079
12	6.5100	9900.30	6.20	0.3102
12	7.0833	9900.30	10.50	0.3100
12	7.1928	9900.30	5.60	0.3096
12	8.1740	9900.30	6.20	0.3068
12	7.4026	9900.30	10.10	0.3083
12	7.9198	9900.30	9.30	0.3122
12	7.4656	9900.30	6.00	0.3076
12	7.6493	9900.30	6.20	0.3066
12	7.2018	9900.30	8.70	0.3080
12	8.0366	9900.30	6.30	0.3100
12	8.0354	9900.30	13.30	0.3087
12	6.9711	9900.30	4.80	0.3079
12	8.0531	9900.30	5.20	0.3055
12	6.9388	9900.30	7.50	0.3068
12	8.2059	9900.30	6.50	0.3085
13	7.7403	9900.30	11.20	0.3096
13	6.6092	9900.30	6.40	0.3072
13	7.1207	9900.30	6.20	0.3062
13	6.8152	9900.30	7.70	0.3122
13	7.2082	9900.30	9.90	0.3089
13	7.1178	9900.30	5.10	0.3059
13	7.7846	9900.30	7.90	0.3073
13	7.3521	9900.30	10.00	0.3090
13	6.4890	9900.30	9.40	0.3089
13	7.7263	9900.30	5.60	0.3084
13	7.3173	9900.30	6.90	0.3061
13	6.8755	9900.30	7.10	0.3084
13	6.8026	9900.30	8.30	0.3130
13	7.0734	9900.30	10.60	0.3084
13	7.9717	9900.30	5.20	0.3060
13	6.8099	9900.30	8.00	0.3107
13	7.1589	9900.30	7.80	0.3096
13	7.1887	9900.30	8.40	0.3079
13	7.4408	9900.30	5.10	0.3071
13	6.7439	9900.30	10.90	0.3063
13	6.8393	9900.30	7.90	0.3118
13	7.3209	9900.30	9.20	0.3126
13	7.9721	9900.30	6.40	0.3087
13	7.8626	9900.30	5.90	0.3061
13	6.7417	9900.30	11.30	0.3109
13	6.6595	9900.30	7.70	0.3086
13	7.1663	9900.30	7.90	0.3108
13	7.6510	9900.30	5.50	0.3073
13	7.6597	9900.30	6.80	0.3068
13	6.6513	9900.30	6.30	0.3090
13	7.8006	9900.30	12.20	0.3121
13	7.0554	9900.30	6.20	0.3083
14	6.6574	9900.30	6.60	0.3053
14	7.9929	9900.30	10.00	0.3129
14	7.1118	9900.30	6.70	0.3088
14	6.9403	9900.30	8.10	0.3124
14	7.0730	9900.30	8.30	0.3069
14	7.5383	9900.30	7.70	0.3084
14	6.9547	9900.30	9.10	0.3082
14	7.3495	9900.30	6.90	0.3090
14	6.8456	9900.30	4.80	0.3063
14	6.8768	9900.30	6.40	0.3103
14	6.5978	9900.30	13.30	0.3124
14	7.0153	9900.30	6.10	0.3091
14	7.4319	9900.30	5.40	0.3068
14	7.5250	9900.30	8.90	0.3132
14	6.7897	9900.30	8.00	0.3090
14	7.4835	9900.30	7.60	0.3117
14	7.9750	9900.30	9.90	0.3075
14	7.2432	9900.30	5.50	0.3065
14	7.2823	9900.30	6.60	0.3100
14	7.2900	9900.30	10.50	0.3094
14	7.6655	9900.30	5.70	0.3089
14	7.4871	9900.30	9.20	0.3063
14	7.0145	9900.30	9.20	0.3129
14	6.8631	9900.30	7.10	0.3082
14	7.7829	9900.30	9.10	0.3131
14	8.0762	9900.30	4.80	0.3069
14	7.3250	9900.30	6.60	0.3078
14	6.4285	9900.30	10.00	0.3091
14	7.0601	9900.30	9.40	0.3106
14	6.9205	9900.30	5.00	0.3067
14	7.1202	9900.30	6.90	0.3061
14	7.5201	9900.30	8.00	0.3069
15	7.3592	9900.30	6.60	0.3089
15	6.7030	9900.30	11.80	0.3106
15	7.0650	9900.30	5.50	0.3062
15	7.3785	9900.30	5.10	0.3059
15	7.6647	9900.30	8.50	0.3090
15	7.6544	9900.30	8.00	0.3113
15	7.3773	9900.30	7.50	0.3099
15	7.1898	9900.30	8.30	0.3058
15	6.6427	9900.30	8.70	0.3080
15	7.2994	9900.30	7.00	0.3177
15	6.8654	9900.30	7.20	0.3068
15	7.4516	9900.30	5.20	0.3059
15	7.2757	9900.30	12.00	0.3108
15	7.1663	9900.30	8.10	0.3093
15	7.5071	9900.30	8.70	0.3098
15	7.1346	9900.30	6.20	0.3065
15	7.4525	9900.30	6.60	0.3086
15	7.3475	9900.30	8.10	0.3113
15	6.6723	9900.30	10.60	0.3091
15	7.5432	9900.30	5.40	0.3064
15	7.5456	9900.30	6.00	0.3068
15	6.8226	9900.30	9.40	0.3091
15	7.8065	9900.30	7.00	0.3100
15	7.9706	9900.30	7.70	0.3100
15	7.1349	9900.30	9.60	0.3065
15	7.1769	9900.30	6.70	0.3082
15	6.9541	9900.30	8.80	0.3119
15	6.8151	9900.30	7.10	0.3088
15	6.9352	9900.30	4.80	0.3067
15	7.3502	9900.30	12.40	0.3089
15	7.8587	9900.30	7.10	0.3108
15	7.3498	9900.30	9.10	0.3087
16	7.1710	9900.30	6.30	0.3073
16	7.4680	9900.30	5.50	0.3061
16	7.3407	9900.30	10.70	0.3075
16	8.1535	9900.30	8.40	0.3117
16	7.4654	9900.30	6.60	0.3089
16	7.3971	9900.30	5.60	0.3057
16	6.8964	9900.30	8.80	0.3085
16	7.8789	9900.30	6.50	0.3089
16	7.3024	9900.30	10.40	0.3090
16	7.2714	9900.30	7.80	0.3085
16	7.6284	9900.30	5.00	0.3063
16	7.6434	9900.30	9.00	0.3083
16	7.9356	9900.30	8.10	0.3116
16	6.3818	9900.30	6.30	0.3072
16	7.4153	9900.30	11.50	0.3068
16	7.1298	9900.30	8.50	0.3104
16	7.4939	9900.30	6.20	0.3105
16	7.1719	9900.30	7.50	0.3067
16	7.0247	9900.30	5.20	0.3059
16	7.2526	9900.30	8.70	0.3126
16	7.0681	9900.30	10.40	0.3088
16	7.0832	9900.30	8.20	0.3130
16	7.7221	9900.30	5.20	0.3064
16	7.0255	9900.30	7.20	0.3072
16	6.6565	9900.30	8.30	0.3078
16	7.1897	9900.30	9.80	0.3090
16	8.0551	9900.30	6.80	0.3060
16	6.7706	9900.30	5.80	0.3067
16	7.0036	9900.30	9.70	0.3124
16	7.3851	9900.30	6.80	0.3075
16	7.1522	9900.30	7.80	0.3129
16	7.4573	9900.30	8.30	0.3060
17	8.1669	9900.30	7.30	0.3062
17	7.3279	9900.30	8.70	0.3094
17	7.3156	9900.30	7.00	0.3099
17	7.0169	9900.30	5.30	0.3069
17	7.2550	9900.30	6.50	0.3074
17	6.9469	9900.30	11.90	0.3124
17	7.2283	9900.30	7.70	0.3091
17	6.6645	9900.30	7.50	0.3124
17	7.8689	9900.30	6.30	0.3069
17	7.5687	9900.30	6.30	0.3072
17	8.1215	9900.30	8.90	0.3093
17	7.8758	9900.30	10.30	0.3094
17	7.8782	9900.30	7.30	0.3072
17	6.6577	9900.30	6.60	0.3059
17	7.4823	9900.30	7.80	0.3111
17	7.3055	9900.30	9.10	0.3083
17	8.0001	9900.30	5.50	0.3066
17	7.0318	9900.30	7.40	0.3077
17	7.0868	9900.30	10.90	0.3098
17	8.0459	9900.30	8.10	0.3086
17	7.8890	9900.30	7.00	0.3096
17	6.6226	9900.30	5.30	0.3062
17	7.1220	9900.30	6.90	0.3134
17	7.0959	9900.30	12.00	0.3116
17	7.5622	9900.30	6.90	0.3107
17	7.2911	9900.30	5.20	0.3070
17	6.9993	9900.30	9.50	0.3076
17	6.7082	9900.30	6.80	0.3099
17	8.7552	9900.30	12.50	0.3100
17	7.5794	9900.30	6.90	0.3091
17	7.5181	9900.30	5.20	0.3062
17	7.7712	9900.30	7.60	0.3079
18	7.1643	9900.30	8.40	0.3116
18	7.3600	9900.30	5.80	0.3079
18	7.3266	9900.30	9.20	0.3063
18	6.7891	9900.30	9.10	0.3081
18	7.2523	9900.30	6.40	0.3093
18	6.9508	9900.30	6.70	0.3088
18	7.0358	9900.30	8.10	0.3106
18	6.8200	9900.30	8.40	0.3058
18	6.9931	9900.30	8.50	0.3081
18	7.4533	9900.30	6.90	0.3083
18	7.5398	9900.30	7.60	0.3092
18	7.1618	9900.30	6.10	0.3074
18	6.9871	9900.30	6.30	0.3065
18	7.0449	9900.30	7.30	0.3073
18	7.0067	9900.30	10.30	0.3096
18	7.2323	9900.30	6.90	0.3070
18	7.0667	9900.30	7.50	0.3090
18	7.1851	9900.30	6.70	0.3063
18	7.2917	9900.30	7.20	0.3072
18	7.6145	9900.30	8.60	0.3084
18	7.9757	9900.30	10.10	0.3090
18	7.2229	9900.30	5.30	0.3060
18	7.2402	9900.30	6.30	0.3093
18	7.6569	9900.30	9.80	0.3125
18	8.0202	9900.30	6.10	0.3093
18	7.6584	9900.30	6.80	0.3069
18	6.9029	9900.30	10.30	0.3113
18	7.3586	9900.30	6.80	0.3086
18	6.8680	9900.30	9.80	0.3138
18	7.0409	9900.30	6.30	0.3062
18	6.9324	9900.30	6.00	0.3069
18	6.8778	9900.30	9.90	0.3083
19	6.8553	9900.30	9.30	0.3079
19	7.1344	9900.30	5.30	0.3086
19	7.9222	9900.30	6.70	0.3063
19	8.1948	9900.30	8.60	0.3122
19	7.3268	9900.30	7.10	0.3087
19	7.9512	9900.30	10.70	0.3120
19	8.1351	9900.30	6.00	0.3067
19	6.8946	9900.30	6.60	0.3072
19	7.0927	9900.30	10.30	0.3096
19	6.9891	9900.30	6.60	0.3099
19	6.8205	9900.30	4.90	0.3083
19	7.4398	9900.30	10.10	0.3061
19	7.2419	9900.30	7.70	0.3126
19	7.3492	9900.30	8.30	0.3088
19	7.0124	9900.30	8.10	0.3133
19	7.1482	9900.30	5.30	0.3066
19	6.9114	9900.30	10.00	0.3077
19	7.0123	9900.30	9.50	0.3088
19	7.9370	9900.30	6.80	0.3163
19	7.1575	9900.30	6.50	0.3066
19	7.5886	9900.30	7.00	0.3077
19	7.2300	9900.30	9.60	0.3106
19	7.0005	9900.30	10.50	0.3095
19	6.8949	9900.30	4.70	0.3060
19	6.2696	9900.30	8.40	0.3122
19	6.9197	9900.30	7.80	0.3085
19	6.8536	9900.30	8.70	0.3118
19	6.9268	9900.30	4.80	0.3063
19	7.7693	9900.30	10.50	0.3078
19	7.4768	9900.30	8.30	0.3085
19	7.7518	9900.30	6.80	0.3107
19	7.1925	9900.30	6.60	0.3069
20	7.1064	9900.30	5.40	0.3054
20	6.7476	9900.30	12.70	0.3102
20	6.8800	9900.30	7.60	0.3093
20	7.3747	9900.30	7.90	0.3125
20	7.3331	9900.30	6.10	0.3066
20	6.8469	9900.30	6.30	0.3075
20	7.5821	9900.30	8.70	0.3085
20	7.0526	9900.30	10.60	0.3095
20	7.5349	9900.30	5.30	0.3072
20	7.2125	9900.30	6.30	0.3057
20	6.6926	9900.30	8.70	0.3121
20	6.5826	9900.30	7.70	0.3090
20	7.7209	9900.30	11.10	0.3115
20	7.6319	9900.30	6.10	0.3063
20	7.7966	9900.30	4.70	0.3059
20	7.5441	9900.30	7.70	0.3078
20	7.1073	9900.30	8.90	0.3081
20	7.1864	9900.30	6.50	0.3102
20	7.4490	9900.30	8.90	0.3061
20	7.0240	9900.30	6.80	0.3076
20	7.7087	9900.30	9.50	0.3113
20	7.4667	9900.30	7.50	0.3096
20	7.7574	9900.30	8.00	0.3131
