Step	Loss	GPU Memory (MB)	CPU Usage (%)	Step Time (s)
Total Training Samples: 6961
Unique Samples: 6769
90	7.3755	9804.17	8.40	0.5381
90	6.9902	9804.17	9.90	0.5387
90	7.1240	9804.17	27.30	0.5409
90	7.7267	9804.17	29.00	0.5394
90	7.3019	9804.17	29.00	0.5424
90	7.3304	9804.17	29.10	0.5393
90	7.5826	9804.17	29.00	0.5389
90	7.4231	9804.17	29.10	0.5396
90	7.9821	9804.17	29.00	0.5392
91	6.9303	9804.17	28.70	0.5404
91	7.0092	9804.17	28.60	0.5406
91	7.0862	9804.17	29.20	0.5397
91	7.4686	9804.17	29.20	0.5395
91	7.2981	9804.17	29.20	0.5403
91	7.5122	9804.17	29.10	0.5389
91	7.3968	9804.17	29.20	0.5394
91	7.2251	9804.17	29.10	0.5397
91	6.8692	9804.17	29.10	0.5389
91	7.0252	9804.17	29.10	0.5389
91	6.8548	9804.17	29.10	0.5400
91	7.2394	9804.17	28.40	0.5387
91	7.0110	9804.17	25.70	0.5384
91	7.1153	9804.17	28.90	0.5388
91	7.1291	9804.17	29.10	0.5396
91	7.6203	9804.17	28.80	0.5383
91	8.1171	9804.17	29.00	0.5393
91	6.7735	9804.17	24.10	0.5389
91	7.4379	9804.17	17.20	0.5392
91	7.3759	9804.17	20.80	0.5385
91	7.1208	9804.17	19.30	0.5393
91	7.7931	9804.17	18.00	0.5388
91	7.4614	9804.17	20.80	0.5391
91	7.8338	9804.17	20.50	0.5389
91	7.1806	9804.17	20.00	0.5395
91	7.9710	9804.17	20.90	0.5385
91	7.3657	9804.17	18.20	0.5381
91	6.9548	9804.17	18.80	0.5378
91	7.3754	9804.17	20.70	0.5382
91	6.9296	9804.17	17.60	0.5380
91	7.3453	9804.17	18.80	0.5388
91	7.3928	9804.17	20.80	0.5381
92	7.2036	9804.17	16.80	0.5389
92	7.0016	9804.17	18.20	0.5383
92	7.0970	9804.17	20.60	0.5389
92	7.1306	9804.17	16.70	0.5393
92	7.0308	9804.17	19.40	0.5386
92	6.4124	9804.17	20.30	0.5388
92	7.5520	9804.17	16.70	0.5392
92	6.7502	9804.17	19.90	0.5391
92	7.3671	9804.17	20.70	0.5395
92	6.9744	9804.17	19.60	0.5389
92	7.4059	9804.17	20.60	0.5382
92	7.0249	9804.17	20.20	0.5385
92	7.2972	9804.17	17.40	0.5389
92	7.3997	9804.17	20.80	0.5384
92	7.5203	9804.17	20.20	0.5382
92	7.6570	9804.17	16.70	0.5381
92	6.8715	9804.17	20.90	0.5386
92	7.5247	9804.17	18.50	0.5382
92	7.1335	9804.17	16.70	0.5382
92	7.2769	9804.17	20.70	0.5384
92	7.0428	9804.17	17.30	0.5396
92	7.1405	9804.17	17.10	0.5387
92	7.4215	9804.17	20.70	0.5388
92	7.9721	9804.17	18.40	0.5387
92	7.5352	9804.17	17.80	0.5387
92	7.4161	9804.17	20.60	0.5397
92	7.4360	9804.17	20.90	0.5391
92	7.5416	9804.17	18.80	0.5387
92	7.6694	9804.17	20.80	0.5387
92	7.9453	9804.17	18.30	0.5382
92	7.9979	9804.17	18.00	0.5381
92	6.9793	9804.17	20.90	0.5395
93	7.1939	9804.17	17.60	0.5388
93	7.3613	9804.17	18.20	0.5385
93	6.9278	9804.17	20.50	0.5383
93	7.3359	9804.17	16.60	0.5379
93	6.7378	9804.17	18.10	0.5385
93	7.0573	9804.17	20.60	0.5392
93	7.4187	9804.17	16.60	0.5391
93	6.9878	9804.17	18.40	0.5389
93	6.7622	9804.17	20.80	0.5389
93	6.9246	9804.17	17.10	0.5389
93	7.7908	9804.17	19.10	0.5391
93	8.1489	9804.17	20.70	0.5385
93	7.4099	9804.17	19.30	0.5389
93	7.1606	9804.17	19.90	0.5380
93	7.2974	9804.17	20.70	0.5384
93	7.1368	9804.17	17.10	0.5379
93	7.3020	9804.17	19.40	0.5383
93	7.2057	9804.17	20.10	0.5382
93	7.0909	9804.17	16.70	0.5384
93	7.1751	9804.17	19.00	0.5381
93	6.8528	9804.17	19.60	0.5392
93	7.4697	9804.17	16.70	0.5378
93	7.3184	9804.17	18.80	0.5390
93	7.0763	9804.17	19.50	0.5390
93	7.4332	9804.17	16.60	0.5392
93	7.5060	9804.17	19.60	0.5387
93	7.3954	9804.17	20.40	0.5393
93	7.1708	9804.17	16.70	0.5390
93	7.4056	9804.17	20.40	0.5390
93	7.1006	9804.17	20.60	0.5389
93	7.2317	9804.17	19.40	0.5398
93	6.9033	9804.17	20.80	0.5383
94	7.7177	9804.17	19.90	0.5390
94	7.5745	9804.17	17.30	0.5379
94	6.9093	9804.17	20.80	0.5383
94	6.9013	9804.17	18.40	0.5381
94	6.7368	9804.17	16.80	0.5381
94	7.0603	9804.17	20.80	0.5383
94	8.0344	9804.17	17.40	0.5383
94	7.3618	9804.17	16.60	0.5393
94	7.3125	9804.17	20.60	0.5395
94	7.5089	9804.17	17.90	0.5389
94	7.2017	9804.17	17.30	0.5389
94	6.7652	9804.17	20.60	0.5390
94	7.1047	9804.17	18.40	0.5387
94	7.6892	9804.17	18.00	0.5386
94	7.4424	9804.17	20.80	0.5391
94	7.2492	9804.17	20.90	0.5386
94	6.9505	9804.17	19.10	0.5394
94	6.9417	9804.17	20.90	0.5381
94	7.0508	9804.17	18.30	0.5388
94	7.2959	9804.17	18.20	0.5382
94	7.5039	9804.17	20.80	0.5391
94	7.4597	9804.17	17.10	0.5386
94	7.3630	9804.17	18.00	0.5399
94	7.6363	9804.17	20.10	0.5399
94	7.6133	9804.17	16.60	0.5389
94	7.2130	9804.17	17.60	0.5384
94	7.2126	9804.17	20.70	0.5398
94	7.5471	9804.17	17.10	0.5393
94	7.5177	9804.17	17.90	0.5400
94	7.5221	9804.17	20.70	0.5392
94	6.9422	9804.17	17.10	0.5394
94	7.1949	9804.17	18.70	0.5391
95	7.1773	9804.17	20.70	0.5418
95	7.5489	9804.17	19.80	0.5394
95	8.0484	9804.17	19.60	0.5393
95	6.9917	9804.17	20.80	0.5388
95	7.5739	9804.17	17.10	0.5394
95	7.2108	9804.17	19.20	0.5394
95	7.4246	9804.17	20.10	0.5393
95	6.9023	9804.17	16.70	0.5389
95	6.8596	9804.17	17.80	0.5395
95	7.2675	9804.17	19.90	0.5396
95	7.0956	9804.17	16.70	0.5388
95	6.9089	9804.17	18.00	0.5389
95	6.8560	9804.17	20.10	0.5407
95	7.3954	9804.17	16.70	0.5405
95	6.9680	9804.17	18.90	0.5401
95	7.4217	9804.17	20.80	0.5412
95	7.3320	9804.17	17.10	0.5397
95	7.1932	9804.17	20.00	0.5413
95	7.8819	9804.17	20.60	0.5395
95	7.9726	9804.17	19.50	0.5397
95	7.3427	9804.17	20.80	0.5391
95	7.0138	9804.17	20.60	0.5388
95	7.0221	9804.17	16.70	0.5390
95	6.7660	9804.17	20.40	0.5389
95	6.8476	9804.17	19.30	0.5393
95	7.6709	9804.17	16.60	0.5387
95	7.7192	9804.17	20.00	0.5395
95	7.0714	9804.17	18.30	0.5388
95	7.4633	9804.17	16.70	0.5395
95	7.0001	9804.17	18.70	0.5395
95	7.1442	9804.17	19.10	0.5400
95	6.8968	9804.17	16.60	0.5413
96	7.5753	9804.17	19.60	0.5407
96	7.1334	9804.17	19.10	0.5394
96	6.9297	9804.17	16.50	0.5399
96	8.6495	9804.17	20.50	0.5396
96	7.1040	9804.17	20.70	0.5396
96	7.5723	9804.17	18.10	0.5404
96	7.0008	9804.17	20.80	0.5391
96	7.8964	9804.17	19.70	0.5392
96	7.1287	9804.17	16.70	0.5392
96	7.1190	9804.17	20.20	0.5421
96	7.2027	9804.17	18.80	0.5389
96	6.9704	9804.17	16.70	0.5388
96	6.7942	9804.17	20.20	0.5393
96	7.7643	9804.17	18.60	0.5390
96	7.8886	9804.17	16.60	0.5390
96	7.2564	9804.17	20.00	0.5399
96	6.7961	9804.17	18.80	0.5400
96	6.9314	9804.17	16.70	0.5394
96	7.8356	9804.17	20.10	0.5390
96	6.8873	9804.17	19.30	0.5387
96	7.0226	9804.17	16.70	0.5393
96	7.3422	9804.17	20.90	0.5391
96	6.9531	9804.17	20.70	0.5393
96	7.1030	9804.17	18.10	0.5393
96	7.4370	9804.17	20.70	0.5387
96	6.9741	9804.17	19.50	0.5382
96	7.0564	9804.17	16.60	0.5385
96	7.0464	9804.17	20.70	0.5382
96	7.3800	9804.17	18.70	0.5382
96	7.9451	9804.17	16.60	0.5380
96	7.2983	9804.17	20.60	0.5386
96	6.8966	9804.17	18.30	0.5384
97	7.5901	9804.17	16.60	0.5397
97	6.8954	9804.17	20.80	0.5384
97	7.2261	9804.17	18.00	0.5394
97	7.0239	9804.17	17.10	0.5389
97	6.8074	9804.17	20.80	0.5387
97	8.0617	9804.17	18.70	0.5389
97	6.9943	9804.17	18.00	0.5387
97	7.5965	9804.17	20.70	0.5382
97	7.0833	9804.17	20.70	0.5387
97	6.9984	9804.17	19.00	0.5382
97	7.0041	9804.17	20.80	0.5384
97	7.5303	9804.17	18.30	0.5382
97	6.5595	9804.17	18.30	0.5383
97	6.4543	9804.17	20.80	0.5381
97	7.0661	9804.17	17.20	0.5382
97	7.9771	9804.17	18.30	0.5438
97	7.2828	9804.17	20.80	0.5380
97	6.8514	9804.17	16.60	0.5377
97	6.9705	9804.17	17.90	0.5385
97	7.0095	9804.17	20.30	0.5418
97	6.9928	9804.17	16.70	0.5389
97	6.9852	9804.17	18.30	0.5394
97	7.5181	9804.17	20.80	0.5395
97	7.0950	9804.17	17.60	0.5394
97	7.7852	9804.17	19.10	0.5399
97	6.8913	9804.17	20.80	0.5392
97	7.1567	9804.17	20.10	0.5401
97	7.3459	9804.17	19.90	0.5387
97	6.9685	9804.17	20.70	0.5404
97	6.6073	9804.17	17.00	0.5390
97	7.9361	9804.17	19.40	0.5396
97	6.7362	9804.17	20.30	0.5394
98	6.9656	9804.17	16.60	0.5395
98	6.5929	9804.17	19.60	0.5387
98	7.4094	9804.17	19.10	0.5400
98	6.7322	9804.17	16.60	0.5388
98	7.1717	9804.17	19.50	0.5394
98	7.4834	9804.17	19.90	0.5401
98	7.6011	9804.17	16.60	0.5400
98	7.0550	9804.17	19.90	0.5417
98	6.9060	9804.17	20.30	0.5397
98	6.5974	9804.17	16.60	0.5393
98	7.2879	9804.17	20.70	0.5408
98	7.0315	9804.17	20.10	0.5398
98	7.1935	9804.17	19.40	0.5405
98	6.9712	9804.17	20.70	0.5396
98	7.0965	9804.17	20.70	0.5400
98	7.1653	9804.17	17.80	0.5390
98	7.1876	9804.17	20.80	0.5388
98	7.2516	9804.17	18.60	0.5390
98	7.0830	9804.17	17.30	0.5392
98	7.4707	9804.17	20.70	0.5391
98	6.6117	9804.17	18.40	0.5393
98	7.3621	9804.17	16.70	0.5390
98	7.4756	9804.17	20.40	0.5400
98	6.9124	9804.17	17.60	0.5395
98	7.3940	9804.17	17.10	0.5399
98	7.4487	9804.17	20.60	0.5401
98	6.9860	9804.17	18.10	0.5400
98	7.7465	9804.17	17.80	0.5403
98	7.6918	9804.17	20.90	0.5426
98	6.5825	9804.17	20.70	0.5409
98	6.6242	9804.17	19.00	0.5399
98	7.0398	9804.17	20.70	0.5394
99	7.6137	9804.17	18.60	0.5408
99	8.0268	9804.17	19.40	0.5384
99	7.9292	9804.17	20.80	0.5387
99	6.9355	9804.17	17.20	0.5382
99	7.1914	9804.17	18.90	0.5386
99	7.1701	9804.17	20.30	0.5381
99	6.9510	9804.17	16.80	0.5398
99	7.6343	9804.17	18.70	0.5393
99	7.4485	9804.17	19.50	0.5403
99	7.4914	9804.17	16.60	0.5412
99	7.6025	9804.17	19.00	0.5400
99	7.0334	9804.17	20.50	0.5395
99	6.9613	9804.17	16.70	0.5402
99	6.9488	9804.17	19.60	0.5396
99	7.3407	9804.17	20.50	0.5400
99	7.8134	9804.17	19.10	0.5416
99	6.5860	9804.17	20.30	0.5402
99	7.1787	9804.17	20.70	0.5394
99	6.5897	9804.17	16.50	0.5396
99	7.3042	9804.17	20.10	0.5411
99	7.6164	9804.17	19.60	0.5394
99	6.8681	9804.17	16.70	0.5394
99	7.3105	9804.17	19.90	0.5398
99	6.6802	9804.17	19.20	0.5393
99	7.0423	9804.17	16.60	0.5400
99	7.1877	9804.17	19.20	0.5395
99	6.9733	9804.17	19.10	0.5410
99	7.0494	9804.17	16.70	0.5392
99	7.8037	9804.17	20.00	0.5398
99	8.0947	9804.17	19.60	0.5395
99	7.3331	9804.17	16.70	0.5400
99	7.0382	9804.17	20.70	0.5398
100	7.0340	9804.17	18.70	0.5406
100	7.5476	9804.17	20.60	0.5382
100	6.8636	9804.17	18.50	0.5388
100	6.9655	9804.17	18.40	0.5396
100	6.5879	9804.17	20.70	0.5385
100	6.1965	9804.17	17.30	0.5394
100	7.5669	9804.17	18.20	0.5387
100	7.2149	9804.17	20.70	0.5392
100	7.2051	9804.17	16.70	0.5383
100	6.2534	9804.17	17.70	0.5375
100	7.2862	9804.17	20.70	0.5396
100	7.1173	9804.17	17.20	0.5387
100	8.0381	9804.17	18.40	0.5407
100	7.0217	9804.17	20.50	0.5385
100	7.3715	9804.17	17.40	0.5389
100	7.0953	9804.17	19.00	0.5389
100	6.9391	9804.17	20.70	0.5391
100	7.3097	9804.17	20.20	0.5411
100	6.8834	9804.17	19.80	0.5383
100	7.1291	9804.17	20.80	0.5380
100	7.5484	9804.17	17.40	0.5383
100	6.8372	9804.17	19.10	0.5382
100	7.3857	9804.17	20.00	0.5382
100	7.1911	9804.17	16.60	0.5379
100	7.1901	9804.17	18.80	0.5381
100	6.9335	9804.17	20.00	0.5378
100	6.9073	9804.17	16.50	0.5384
100	6.5715	9804.17	18.40	0.5379
100	7.2714	9804.17	20.40	0.5388
100	7.3962	9804.17	16.70	0.5388
100	7.1548	9804.17	19.10	0.5390
100	7.7389	9804.17	20.40	0.5387
101	6.9857	9804.17	16.60	0.5395
101	7.1726	9804.17	20.10	0.5386
101	6.8905	9804.17	20.80	0.5389
101	7.8680	9804.17	19.10	0.5408
101	6.9529	9804.17	20.80	0.5382
101	7.6036	9804.17	19.80	0.5378
101	7.3926	9804.17	16.60	0.5400
101	7.1554	9804.17	20.60	0.5394
101	8.0451	9804.17	19.00	0.5403
101	6.2242	9804.17	16.60	0.5388
101	6.8527	9804.17	20.30	0.5390
101	7.7886	9804.17	18.60	0.5401
101	6.9679	9804.17	16.50	0.5390
101	6.9191	9804.17	20.10	0.5396
101	7.1968	9804.17	18.80	0.5394
101	7.2941	9804.17	16.60	0.5395
101	6.9581	9804.17	20.40	0.5400
101	7.8857	9804.17	19.00	0.5391
101	6.4995	9804.17	16.90	0.5393
101	6.4860	9804.17	20.70	0.5393
101	7.3772	9804.17	20.80	0.5395
101	7.0621	9804.17	18.60	0.5418
101	7.2142	9804.17	20.70	0.5386
101	6.9850	9804.17	18.80	0.5387
101	6.7024	9804.17	17.00	0.5389
101	7.1421	9804.17	20.80	0.5386
101	7.3763	9804.17	18.60	0.5397
101	7.3105	9804.17	16.70	0.5384
101	7.5299	9804.17	20.70	0.5395
101	6.8257	9804.17	18.10	0.5384
101	7.0480	9804.17	16.40	0.5390
101	7.0248	9804.17	20.70	0.5395
102	7.0720	9804.17	18.20	0.5403
102	7.8467	9804.17	17.30	0.5413
102	6.9654	9804.17	20.50	0.5403
102	7.1384	9804.17	18.70	0.5391
102	7.2698	9804.17	17.90	0.5393
102	7.1808	9804.17	20.80	0.5393
102	7.4575	9804.17	20.20	0.5397
102	6.9769	9804.17	18.60	0.5390
102	7.1060	9804.17	20.70	0.5392
102	6.9492	9804.17	20.10	0.5391
102	7.2156	9804.17	19.30	0.5387
102	7.1884	9804.17	20.80	0.5386
102	6.4960	9804.17	17.60	0.5388
102	7.2134	9804.17	18.80	0.5403
102	6.9761	9804.17	20.70	0.5394
102	6.8048	9804.17	17.00	0.5389
102	7.5680	9804.17	18.40	0.5392
102	8.0138	9804.17	20.00	0.5397
102	6.7706	9804.17	16.60	0.5397
102	7.2906	9804.17	19.20	0.5397
102	7.5248	9804.17	20.70	0.5414
102	6.4982	9804.17	16.70	0.5395
102	7.0029	9804.17	19.70	0.5394
102	8.3810	9804.17	20.70	0.5396
102	7.7482	9804.17	19.60	0.5401
102	6.7710	9804.17	20.40	0.5396
102	7.1085	9804.17	20.60	0.5394
102	7.5514	9804.17	17.50	0.5396
102	7.0045	9804.17	20.80	0.5390
102	6.9779	9804.17	19.80	0.5393
102	7.3634	9804.17	16.60	0.5387
102	7.8286	9804.17	20.30	0.5395
103	7.3233	9804.17	19.00	0.5396
103	7.1610	9804.17	16.50	0.5390
103	7.2828	9804.17	20.20	0.5426
103	6.8318	9804.17	17.90	0.5396
103	6.9548	9804.17	16.80	0.5397
103	7.2453	9804.17	20.80	0.5390
103	7.4443	9804.17	18.60	0.5396
103	7.0083	9804.17	17.50	0.5393
103	6.8183	9804.17	20.50	0.5396
103	6.7463	9804.17	20.80	0.5393
103	7.0530	9804.17	19.50	0.5403
103	6.9771	9804.17	20.80	0.5406
103	7.0424	9804.17	19.50	0.5401
103	8.4654	9804.17	18.70	0.5409
103	7.0356	9804.17	20.70	0.5392
103	6.7757	9804.17	17.70	0.5393
103	7.3122	9804.17	18.50	0.5390
103	7.3754	9804.17	20.70	0.5384
103	7.6216	9804.17	16.90	0.5384
103	6.9568	9804.17	18.20	0.5381
103	7.2901	9804.17	20.20	0.5391
103	7.1021	9804.17	16.70	0.5392
103	7.4303	9804.17	18.50	0.5394
103	6.7539	9804.17	20.40	0.5391
103	7.0972	9804.17	17.00	0.5394
103	6.7629	9804.17	19.20	0.5394
103	6.8089	9804.17	20.60	0.5395
103	7.5468	9804.17	20.00	0.5425
103	7.5958	9804.17	19.90	0.5390
103	6.7612	9804.17	20.70	0.5397
103	6.8333	9804.17	17.80	0.5396
103	6.9404	9804.17	20.80	0.5390
104	7.8262	9804.17	20.00	0.5395
104	6.8255	9804.17	16.60	0.5389
104	6.7363	9804.17	20.50	0.5388
104	7.0970	9804.17	19.30	0.5391
104	6.9277	9804.17	16.70	0.5388
104	7.3703	9804.17	20.30	0.5393
104	6.5016	9804.17	18.10	0.5399
104	7.0438	9804.17	16.70	0.5390
104	6.7140	9804.17	20.70	0.5392
104	8.4362	9804.17	19.00	0.5395
104	8.2478	9804.17	17.30	0.5403
104	7.2800	9804.17	20.80	0.5406
104	8.3356	9804.17	20.70	0.5395
104	6.6884	9804.17	18.80	0.5392
104	7.0122	9804.17	20.80	0.5389
104	7.2311	9804.17	19.30	0.5408
104	7.3855	9804.17	18.10	0.5402
104	7.9811	9804.17	20.80	0.5386
104	7.2838	9804.17	18.00	0.5387
104	7.2234	9804.17	17.70	0.5385
104	8.2654	9804.17	20.90	0.5385
104	7.0465	9804.17	17.50	0.5388
104	7.4989	9804.17	17.30	0.5396
104	6.9085	9804.17	20.70	0.5388
104	6.7679	9804.17	16.80	0.5396
104	7.5306	9804.17	17.80	0.5385
104	7.1608	9804.17	20.50	0.5387
104	7.7036	9804.17	17.70	0.5397
104	7.4223	9804.17	18.50	0.5389
104	6.4632	9804.17	20.80	0.5384
104	6.8776	9804.17	20.70	0.5393
104	6.7718	9804.17	19.20	0.5381
105	7.5329	9804.17	20.60	0.5407
105	7.8070	9804.17	18.00	0.5405
105	6.8545	9804.17	19.90	0.5386
105	6.9426	9804.17	20.40	0.5386
105	6.2056	9804.17	16.80	0.5394
105	7.2316	9804.17	19.30	0.5379
105	7.5692	9804.17	20.30	0.5385
105	6.8543	9804.17	16.70	0.5410
105	7.3486	9804.17	19.20	0.5393
105	6.8425	9804.17	18.80	0.5395
105	7.5820	9804.17	16.70	0.5395
105	8.0026	9804.17	19.90	0.5393
105	7.2256	9804.17	20.30	0.5400
105	7.2798	9804.17	16.60	0.5394
105	7.7420	9804.17	20.70	0.5396
105	6.8268	9804.17	20.40	0.5397
105	7.4648	9804.17	19.90	0.5412
105	7.2827	9804.17	20.80	0.5393
105	7.8175	9804.17	20.30	0.5392
105	6.8935	9804.17	17.80	0.5394
105	7.4940	9804.17	20.60	0.5394
105	7.1643	9804.17	18.70	0.5392
105	7.1860	9804.17	17.50	0.5389
105	7.4778	9804.17	20.70	0.5389
105	6.8841	9804.17	17.60	0.5400
105	6.6386	9804.17	16.70	0.5392
105	7.5915	9804.17	20.80	0.5413
105	7.0148	9804.17	17.90	0.5397
105	6.8099	9804.17	17.50	0.5400
105	7.4695	9804.17	20.70	0.5396
105	7.6242	9804.17	18.00	0.5401
105	7.9812	9804.17	18.00	0.5390
106	6.4937	9804.17	20.50	0.5400
106	7.1557	9804.17	20.90	0.5393
106	7.5075	9804.17	19.20	0.5402
106	6.4426	9804.17	20.70	0.5408
106	6.8641	9804.17	18.70	0.5407
106	7.0591	9804.17	19.60	0.5380
106	6.9742	9804.17	20.70	0.5396
106	6.7907	9804.17	16.90	0.5388
106	6.9978	9804.17	19.10	0.5404
106	7.0991	9804.17	20.30	0.5391
106	7.4799	9804.17	16.60	0.5402
106	7.1030	9804.17	18.50	0.5392
106	6.7998	9804.17	19.60	0.5396
106	6.8069	9804.17	16.50	0.5393
106	7.2012	9804.17	18.90	0.5399
106	7.4712	9804.17	20.30	0.5392
106	7.0076	9804.17	16.60	0.5397
106	7.5434	9804.17	19.40	0.5396
106	6.4902	9804.17	20.70	0.5397
106	6.6515	9804.17	19.50	0.5430
106	7.8593	9804.17	20.30	0.5396
106	7.1745	9804.17	20.80	0.5391
106	6.9760	9804.17	17.50	0.5405
106	7.0738	9804.17	20.80	0.5388
106	6.8868	9804.17	19.60	0.5386
106	7.0498	9804.17	16.60	0.5379
106	7.9885	9804.17	20.40	0.5392
106	6.7934	9804.17	19.10	0.5384
106	6.7247	9804.17	16.60	0.5389
106	7.1006	9804.17	19.90	0.5395
106	7.0581	9804.17	18.40	0.5397
106	7.0868	9804.17	16.50	0.5393
107	6.9213	9804.17	20.50	0.5398
107	7.2882	9804.17	18.70	0.5400
107	7.3073	9804.17	17.40	0.5401
107	6.6845	9804.17	20.70	0.5389
107	6.7442	9804.17	20.80	0.5396
107	6.9480	9804.17	19.00	0.5392
107	7.4151	9804.17	20.70	0.5393
107	7.0931	9804.17	19.30	0.5398
107	7.0963	9804.17	18.80	0.5393
107	7.0196	9804.17	20.70	0.5383
107	6.7340	9804.17	18.10	0.5388
107	6.5605	9804.17	18.20	0.5390
107	7.4002	9804.17	20.70	0.5390
107	7.0434	9804.17	17.40	0.5384
107	7.2208	9804.17	17.80	0.5381
107	7.8978	9804.17	20.70	0.5388
107	6.9044	9804.17	16.80	0.5388
107	7.0997	9804.17	18.40	0.5395
107	6.9943	9804.17	20.80	0.5396
107	7.2014	9804.17	17.10	0.5385
107	7.3279	9804.17	19.40	0.5389
107	7.1014	9804.17	20.70	0.5386
107	7.8684	9804.17	19.80	0.5395
107	7.0137	9804.17	20.50	0.5396
107	7.3799	9804.17	19.80	0.5395
107	7.9691	9804.17	18.90	0.5422
107	7.0272	9804.17	20.70	0.5384
107	7.1250	9804.17	20.20	0.5386
107	6.8862	9804.17	16.70	0.5401
107	7.3367	9804.17	20.40	0.5383
107	7.7109	9804.17	19.10	0.5383
107	6.8637	9804.17	16.60	0.5376
108	6.9770	9804.17	20.30	0.5402
108	7.4081	9804.17	18.60	0.5391
108	7.0923	9804.17	16.80	0.5394
108	7.4036	9804.17	20.80	0.5395
108	7.5533	9804.17	18.70	0.5396
108	7.1161	9804.17	17.50	0.5394
108	6.9881	9804.17	20.70	0.5396
108	7.4798	9804.17	20.60	0.5399
108	7.2067	9804.17	19.40	0.5402
108	7.2344	9804.17	20.70	0.5388
108	6.5080	9804.17	19.70	0.5386
108	6.9435	9804.17	19.00	0.5399
108	7.1950	9804.17	20.80	0.5384
108	6.8349	9804.17	17.90	0.5381
108	7.6573	9804.17	18.30	0.5378
108	6.7904	9804.17	20.70	0.5386
108	7.0398	9804.17	17.10	0.5387
108	7.1028	9804.17	17.70	0.5387
108	7.2982	9804.17	20.20	0.5393
108	7.2080	9804.17	16.70	0.5394
108	7.1447	9804.17	18.50	0.5405
108	8.0148	9804.17	20.70	0.5393
108	7.3363	9804.17	17.00	0.5396
108	7.0781	9804.17	19.60	0.5395
108	8.2617	9804.17	20.60	0.5393
108	6.9903	9804.17	20.20	0.5398
108	6.8685	9804.17	20.30	0.5392
108	7.4653	9804.17	20.30	0.5395
108	7.2172	9804.17	18.30	0.5396
108	7.3712	9804.17	20.80	0.5386
108	7.0766	9804.17	20.10	0.5388
108	6.6744	9804.17	16.60	0.5383
109	7.0130	9804.17	20.20	0.5397
109	6.8573	9804.17	19.00	0.5395
109	7.7342	9804.17	16.50	0.5384
109	6.9905	9804.17	19.80	0.5403
109	7.0042	9804.17	18.20	0.5387
109	6.9113	9804.17	16.60	0.5399
109	7.3201	9804.17	20.60	0.5397
109	7.6970	9804.17	19.10	0.5388
109	7.1350	9804.17	17.00	0.5415
109	6.6997	9804.17	20.70	0.5408
109	6.8414	9804.17	20.70	0.5390
109	6.8710	9804.17	19.20	0.5394
109	7.2372	9804.17	20.70	0.5391
109	7.2056	9804.17	19.80	0.5388
109	6.9260	9804.17	18.00	0.5385
109	7.6186	9804.17	20.80	0.5383
109	7.6375	9804.17	18.30	0.5387
109	7.4840	9804.17	17.50	0.5382
109	7.2755	9804.17	20.70	0.5387
109	6.9510	9804.17	17.70	0.5384
109	7.2304	9804.17	16.80	0.5386
109	6.7919	9804.17	20.70	0.5404
109	6.8007	9804.17	17.30	0.5398
109	7.2292	9804.17	17.40	0.5389
109	7.4481	9804.17	20.70	0.5389
109	7.8355	9804.17	18.00	0.5390
109	6.7426	9804.17	18.00	0.5391
109	7.3078	9804.17	20.70	0.5390
109	7.3000	9804.17	20.60	0.5391
109	7.2750	9804.17	18.90	0.5387
109	7.0993	9804.17	20.60	0.5393
109	6.9414	9804.17	19.50	0.5389
110	7.0690	9804.17	19.50	0.5387
110	7.4647	9804.17	20.70	0.5384
110	7.2917	9804.17	17.00	0.5383
110	7.0529	9804.17	19.30	0.5384
110	7.0603	9804.17	20.60	0.5385
110	6.4942	9804.17	16.70	0.5382
110	7.9377	9804.17	18.60	0.5386
110	8.1820	9804.17	19.70	0.5393
110	7.3642	9804.17	16.60	0.5393
110	7.7115	9804.17	19.70	0.5430
110	7.5831	9804.17	20.20	0.5394
110	7.4198	9804.17	16.60	0.5390
110	6.8103	9804.17	20.00	0.5389
110	7.7598	9804.17	20.80	0.5388
110	7.1666	9804.17	19.00	0.5393
110	7.6127	9804.17	20.60	0.5386
110	7.1750	9804.17	20.60	0.5393
110	6.7471	9804.17	16.80	0.5384
110	7.2468	9804.17	20.80	0.5398
110	7.2892	9804.17	19.30	0.5399
110	6.3301	9804.17	16.60	0.5386
110	7.4051	9804.17	20.40	0.5380
110	7.6441	9804.17	18.80	0.5382
110	7.0431	9804.17	16.60	0.5384
110	6.6946	9804.17	20.40	0.5391
110	6.9902	9804.17	18.40	0.5386
110	7.0032	9804.17	17.20	0.5386
110	7.0992	9804.17	20.80	0.5416
110	7.1647	9804.17	19.00	0.5405
110	6.9737	9804.17	17.80	0.5384
110	7.1696	9804.17	20.70	0.5388
110	6.9912	9804.17	20.70	0.5392
111	6.5513	9804.17	19.90	0.5392
111	7.4900	9804.17	20.50	0.5402
111	7.1307	9804.17	18.80	0.5393
111	6.6383	9804.17	19.80	0.5383
111	7.5974	9804.17	20.70	0.5381
111	6.9546	9804.17	17.40	0.5381
111	7.6795	9804.17	19.60	0.5385
111	6.7277	9804.17	20.50	0.5381
111	7.3755	9804.17	16.60	0.5381
111	6.8628	9804.17	19.50	0.5396
111	6.8834	9804.17	19.80	0.5409
111	7.0853	9804.17	16.60	0.5390
111	7.5871	9804.17	20.20	0.5394
111	6.5670	9804.17	19.40	0.5390
